uri,prefLabel
http://metadata.un.org/thesaurus/021200,QUESTIONS MONETAIRES
http://metadata.un.org/thesaurus/021200,ВАЛЮТНЫЕ ВОПРОСЫ
http://metadata.un.org/thesaurus/021200,货币问题
http://metadata.un.org/thesaurus/150000,التنمية الثقافية
http://metadata.un.org/thesaurus/150000,CULTURAL DEVELOPMENT
http://metadata.un.org/thesaurus/150000,DESARROLLO CULTURAL
http://metadata.un.org/thesaurus/150000,DEVELOPPEMENT CULTUREL
http://metadata.un.org/thesaurus/150000,文化发展
http://metadata.un.org/thesaurus/150000,КУЛЬТУРНОЕ РАЗВИТИЕ
http://metadata.un.org/thesaurus/150101,LENGUAS
http://metadata.un.org/thesaurus/150101,LANGUES
http://metadata.un.org/thesaurus/150101,语言
http://metadata.un.org/thesaurus/150101,لغة
http://metadata.un.org/thesaurus/150101,LANGUAGE
http://metadata.un.org/thesaurus/150101,ЯЗЫК
http://metadata.un.org/thesaurus/150102,فن وأدب وموسيقى
http://metadata.un.org/thesaurus/150102,"ART, LITERATURE AND MUSIC"
http://metadata.un.org/thesaurus/150102,"ARTES, LITERATURA Y MUSICA"
http://metadata.un.org/thesaurus/150102,"ARTS, LITTERATURE ET MUSIQUE"
http://metadata.un.org/thesaurus/150102,"ИСКУССТВО, ЛИТЕРАТУРА И МУЗЫКА"
http://metadata.un.org/thesaurus/150102,艺术，文学和音乐
http://metadata.un.org/thesaurus/150200,حماية الملكية الفكرية والثقافية
http://metadata.un.org/thesaurus/150200,PROTECTION OF INTELLECTUAL AND CULTURAL PROPERTY
http://metadata.un.org/thesaurus/150200,PROTECCION DE LA PROPIEDAD INTELECTUAL Y DE LOS BIENES CULTURALES
http://metadata.un.org/thesaurus/150200,PROTECTION DE LA PROPRIETE INTELLECTUELLE ET DES BIENS CULTURELS
http://metadata.un.org/thesaurus/150200,ЗАЩИТА ИНТЕЛЛЕКТУАЛЬНОЙ И КУЛЬТУРНОЙ СОБСТВЕННОСТИ
http://metadata.un.org/thesaurus/150200,保护知识产权和文化财产
http://metadata.un.org/thesaurus/150300,فلسفة ودين
http://metadata.un.org/thesaurus/150300,PHILOSOPHY AND RELIGION
http://metadata.un.org/thesaurus/150300,FILOSOFIA Y RELIGION
http://metadata.un.org/thesaurus/150300,PHILOSOPHIES ET RELIGIONS
http://metadata.un.org/thesaurus/150300,ФИЛОСОФИЯ И РЕЛИГИЯ
http://metadata.un.org/thesaurus/150300,哲学和宗教
http://metadata.un.org/thesaurus/150400,إتصالات ووسائط إعلام
http://metadata.un.org/thesaurus/150400,COMMUNICATION AND MASS MEDIA
http://metadata.un.org/thesaurus/150400,COMUNICACION Y MEDIOS DE COMUNICACION DE MASAS
http://metadata.un.org/thesaurus/150400,COMMUNICATION ET MOYENS DE COMMUNICATION DE MASSE
http://metadata.un.org/thesaurus/150400,СВЯЗЬ И СРЕДСТВА МАССОВОЙ ИНФОРМАЦИИ
http://metadata.un.org/thesaurus/150400,新闻传播和大众媒体
http://metadata.un.org/thesaurus/150500,علم المعلومات والمكتبات والتوثيق والأعمال المرجعية
http://metadata.un.org/thesaurus/150500,"DOCUMENTATION, LIBRARY AND INFORMATION SCIENCES AND REFERENCE WORKS"
http://metadata.un.org/thesaurus/150500,"DOCUMENTACION, BIBLIOTECOLOGIA, CIENCIA DE LA INFORMACION, MATERIAL DE REFERENCIA"
http://metadata.un.org/thesaurus/150500,"DOCUMENTATION, BIBLIOTECHONOMIE, SCIENCES DE L'INFORMATION, OUVRAGES DE REFERENCE"
http://metadata.un.org/thesaurus/150500,"ДОКУМЕНТАЦИЯ, БИБЛИОТЕКОВЕДЕНИЕ, ИНФОРМАТИКА И СПРАВОЧНЫЕ МАТЕРИАЛЫ"
http://metadata.un.org/thesaurus/150500,文献，图书馆和信息科学以及参考书
http://metadata.un.org/thesaurus/150600,رياضة وترويح واستجمام
http://metadata.un.org/thesaurus/150600,"LEISURE, RECREATION AND SPORTS"
http://metadata.un.org/thesaurus/150600,RECREACION Y DEPORTES
http://metadata.un.org/thesaurus/150600,LOISIRS ET SPORTS
http://metadata.un.org/thesaurus/150600,"ДОСУГ, ОТДЫХ И СПОРТ"
http://metadata.un.org/thesaurus/150600,休闲，娱乐和体育运动
http://metadata.un.org/thesaurus/050000,القطاع الصناعي
http://metadata.un.org/thesaurus/050000,INDUSTRIAL SECTOR
http://metadata.un.org/thesaurus/050000,SECTOR INDUSTRIAL
http://metadata.un.org/thesaurus/050000,SECTEUR INDUSTRIEL
http://metadata.un.org/thesaurus/050000,工业部门
http://metadata.un.org/thesaurus/050000,ПРОМЫШЛЕННЫЙ СЕКТОР
http://metadata.un.org/thesaurus/050101,خدمات دعم التنمية الصناعية
http://metadata.un.org/thesaurus/050101,INDUSTRIAL DEVELOPMENT SUPPORT SERVICES
http://metadata.un.org/thesaurus/050101,DESARROLLO INDUSTRIAL Y SERVICIOS DE APOYO
http://metadata.un.org/thesaurus/050101,SERVICES D'APPUI AU DEVELOPPEMENT INDUSTRIEL
http://metadata.un.org/thesaurus/050101,СЛУЖБА ПОДДЕРЖКИ ПРОМЫШЛЕННОГО РАЗВИТИЯ
http://metadata.un.org/thesaurus/050101,工业发展支助事务
http://metadata.un.org/thesaurus/050102,الملكية الصناعية
http://metadata.un.org/thesaurus/050102,INDUSTRIAL PROPERTY
http://metadata.un.org/thesaurus/050102,PROPIEDAD INDUSTRIAL
http://metadata.un.org/thesaurus/050102,PROPRIETE INDUSTRIELLE
http://metadata.un.org/thesaurus/050102,工业产权
http://metadata.un.org/thesaurus/050102,ПРОМЫШЛЕННАЯ СОБСТВЕННОСТЬ
http://metadata.un.org/thesaurus/050200,الإدارة
http://metadata.un.org/thesaurus/050200,管理
http://metadata.un.org/thesaurus/050200,MANAGEMENT
http://metadata.un.org/thesaurus/050200,GESTION
http://metadata.un.org/thesaurus/050200,GESTION
http://metadata.un.org/thesaurus/050200,УПРАВЛЕНИЕ
http://metadata.un.org/thesaurus/050300,صناعات تحويلية وتعدين ومنتجاتها
http://metadata.un.org/thesaurus/050300,MANUFACTURING AND MINING INDUSTRIES AND PRODUCTS
http://metadata.un.org/thesaurus/050300,INDUSTRIAS MANUFACTURERA Y MINERA
http://metadata.un.org/thesaurus/050300,FABRICATION INDUSTRIELLE ET INDUSTRIE MINIERE
http://metadata.un.org/thesaurus/050300,ПРОИЗВОДСТВО И ПРОДУКТЫ ГОРНОЙ ПРОМЫШЛЕННОСТИ
http://metadata.un.org/thesaurus/050300,制造业和采矿业及其产品
http://metadata.un.org/thesaurus/050400,صناعات كيميائية وأدوية
http://metadata.un.org/thesaurus/050400,CHEMICAL INDUSTRY AND PHARMACEUTICALS
http://metadata.un.org/thesaurus/050400,INDUSTRIAS QUIMICA Y FARMACEUTICA
http://metadata.un.org/thesaurus/050400,INDUSTRIES CHIMIQUE ET PHARMACEUTIQUE
http://metadata.un.org/thesaurus/050400,ХИМИЧЕСКАЯ ИНДУСТРИЯ И ФАРМАЦЕВТИЧЕСКИЕ ПРОДУКТЫ
http://metadata.un.org/thesaurus/050400,化学工业和制药
http://metadata.un.org/thesaurus/050500,صناعة البناء والهندسة
http://metadata.un.org/thesaurus/050500,CONSTRUCTION INDUSTRY AND ENGINEERING
http://metadata.un.org/thesaurus/050500,INDUSTRIA E INGENIERIA DE LA CONSTRUCCION
http://metadata.un.org/thesaurus/050500,INDUSTRIES ET TECHNIQUES DE LA CONSTRUCTION
http://metadata.un.org/thesaurus/050500,СТРОИТЕЛЬНАЯ ПРОМЫШЛЕННОСТЬ И ТЕХНИКА
http://metadata.un.org/thesaurus/050500,建筑业和工程
http://metadata.un.org/thesaurus/050600,صناعات الإلكترونيات والطاقة
http://metadata.un.org/thesaurus/050600,ELECTRONICS AND POWER INDUSTRIES
http://metadata.un.org/thesaurus/050600,INDUSTRIAS ELECTRONICA Y ENERGETICA
http://metadata.un.org/thesaurus/050600,INDUSTRIES ELECTRONIQUE ET ENERGETIQUE
http://metadata.un.org/thesaurus/050600,ЭЛЕКТРОНИКА И ЭЛЕКТРИЧЕСКАЯ ПРОМЫШЛЕННОСТЬ
http://metadata.un.org/thesaurus/050600,电子工业和电力工业
http://metadata.un.org/thesaurus/050700,الصناعات الغذائية
http://metadata.un.org/thesaurus/050700,FOOD INDUSTRY
http://metadata.un.org/thesaurus/050700,INDUSTRIA ALIMENTARIA
http://metadata.un.org/thesaurus/050700,食品工业
http://metadata.un.org/thesaurus/050700,INDUSTRIES ALIMENTAIRES
http://metadata.un.org/thesaurus/050700,ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ
http://metadata.un.org/thesaurus/050800,التأمين
http://metadata.un.org/thesaurus/050800,INSURANCE
http://metadata.un.org/thesaurus/050800,SEGUROS
http://metadata.un.org/thesaurus/050800,保险
http://metadata.un.org/thesaurus/050800,ASSURANCES
http://metadata.un.org/thesaurus/050800,СТРАХОВАНИЕ
http://metadata.un.org/thesaurus/050900,سياحة والخدمات المتعلقة بها
http://metadata.un.org/thesaurus/050900,TOURISM AND RELATED SERVICES
http://metadata.un.org/thesaurus/050900,TURISMO Y SERVICIOS CONEXOS
http://metadata.un.org/thesaurus/050900,TOURISME ET SERVICES CONNEXES
http://metadata.un.org/thesaurus/050900,ТУРИЗМ И СООТВЕТСТВУЮЩИЕ УСЛУГИ
http://metadata.un.org/thesaurus/050900,旅游和相关服务
http://metadata.un.org/thesaurus/051000,التخلص من النفايات
http://metadata.un.org/thesaurus/051000,WASTE DISPOSAL
http://metadata.un.org/thesaurus/051000,ELIMINACION DE DESECHOS
http://metadata.un.org/thesaurus/051000,ELIMINATION DES DECHETS
http://metadata.un.org/thesaurus/051000,废物处置
http://metadata.un.org/thesaurus/051000,УДАЛЕНИЕ ОТХОДОВ
http://metadata.un.org/thesaurus/010100,"أوضاع سياسية, مؤسسات, حركات"
http://metadata.un.org/thesaurus/010100,"POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"
http://metadata.un.org/thesaurus/010100,INSTITUCIONES Y MOVIMIENTOS POLITICOS
http://metadata.un.org/thesaurus/010100,INSTITUTIONS ET MOUVEMENTS POLITIQUES
http://metadata.un.org/thesaurus/010100,"ПОЛИТИЧЕСКИЕ УСЛОВИЯ, ИНСТИТУТЫ, ДВИЖЕНИЯ"
http://metadata.un.org/thesaurus/010100,政治条件，制度，运动
http://metadata.un.org/thesaurus/010200,العلاقات الدولية
http://metadata.un.org/thesaurus/010200,INTERNATIONAL RELATIONS
http://metadata.un.org/thesaurus/010200,RELACIONES INTERNACIONALES
http://metadata.un.org/thesaurus/010200,RELATIONS INTERNATIONALES
http://metadata.un.org/thesaurus/010200,国际关系
http://metadata.un.org/thesaurus/010200,МЕЖДУНАРОДНЫЕ ОТНОШЕНИЯ
http://metadata.un.org/thesaurus/010300,حفظ السلم والأمن
http://metadata.un.org/thesaurus/010300,MAINTENANCE OF PEACE AND SECURITY
http://metadata.un.org/thesaurus/010300,MANTENIMIENTO DE LA PAZ Y DE LA SEGURIDAD
http://metadata.un.org/thesaurus/010300,MAINTIEN DE LA PAIX ET DE LA SECURITE
http://metadata.un.org/thesaurus/010300,ПОДДЕРЖАНИЕ МИРА И БЕЗОПАСНОСТИ
http://metadata.un.org/thesaurus/010300,维持和平和安全
http://metadata.un.org/thesaurus/010400,نزع السلاح ومسائل عسكرية
http://metadata.un.org/thesaurus/010400,DISARMAMENT AND MILITARY QUESTIONS
http://metadata.un.org/thesaurus/010400,DESARME Y CUESTIONES MILITARES
http://metadata.un.org/thesaurus/010400,DESARMEMENT ET QUESTIONS MILITAIRES
http://metadata.un.org/thesaurus/010400,РАЗОРУЖЕНИЕ И ВОЕННЫЕ ВОПРОСЫ
http://metadata.un.org/thesaurus/010400,裁军和军事问题
http://metadata.un.org/thesaurus/010500,"القضاء على الإستعمار, الوصاية والفصل العنصري"
http://metadata.un.org/thesaurus/010500,"DECOLONIZATION, TRUSTEESHIP AND APARTHEID"
http://metadata.un.org/thesaurus/010500,"DESCOLONIZACION, ADMINISTRACION FIDUCIARIA Y APARTHEID"
http://metadata.un.org/thesaurus/010500,"DECOLONISATION, TUTELLE ET APARTHEID"
http://metadata.un.org/thesaurus/010500,"ДЕКОЛОНИЗАЦИЯ, ОПЕКА И АПАРТЕИД"
http://metadata.un.org/thesaurus/010500,非殖民化，托管和种族隔离
http://metadata.un.org/thesaurus/010601,أحداث وقضايا سياسية
http://metadata.un.org/thesaurus/010601,POLITICAL EVENTS AND ISSUES
http://metadata.un.org/thesaurus/010601,CUESTIONES Y ACONTECIMIENTOS POLITICOS
http://metadata.un.org/thesaurus/010601,EVENEMENTS ET QUESTIONS POLITIQUES
http://metadata.un.org/thesaurus/010601,ПОЛИТИЧЕСКИЕ СОБЫТИЯ И ВОПРОСЫ
http://metadata.un.org/thesaurus/010601,政治事件和问题
http://metadata.un.org/thesaurus/010602,فترات تاريخية
http://metadata.un.org/thesaurus/010602,HISTORICAL PERIODS
http://metadata.un.org/thesaurus/010602,EPOCAS HISTORICAS
http://metadata.un.org/thesaurus/010602,EPOQUES HISTORIQUES
http://metadata.un.org/thesaurus/010602,ИСТОРИЧЕСКИЕ ПЕРИОДЫ
http://metadata.un.org/thesaurus/010602,历史时期
http://metadata.un.org/thesaurus/010700,DERECHO
http://metadata.un.org/thesaurus/010700,DROIT
http://metadata.un.org/thesaurus/010700,قانون عام ووطني
http://metadata.un.org/thesaurus/010700,GENERAL AND NATIONAL LAW
http://metadata.un.org/thesaurus/010700,ОБЩЕЕ И НАЦИОНАЛЬНОЕ ПРАВО
http://metadata.un.org/thesaurus/010700,普通法和国内法
http://metadata.un.org/thesaurus/010701,القانون الدولي
http://metadata.un.org/thesaurus/010701,INTERNATIONAL LAW
http://metadata.un.org/thesaurus/010701,DERECHO INTERNACIONAL
